Test Case ID,Module Name,Feature Name,Test Scenario,Preconditions,Test Steps,Expected Result,Actual Result,Test Data,Priority,Severity,Test Type,Status,Browser/Device Compatibility,Remarks
TC_ORD_340,Order Management,Invoice,Verify invoice PDF download - Test on Firefox,Order Delivered,"1. Click Download Invoice
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Delivered Order,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_ORD_341,Order Management,Invoice,Verify invoice PDF download - Test on small viewport (320px),Order Delivered,"1. Click Download Invoice
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Delivered Order,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_ORD_342,Order Management,Invoice,Verify invoice PDF download - Simulate page refresh during action,Order Delivered,"1. Click Download Invoice
- Hit F5 mid-process",State is recovered or fails safely,Pending,Delivered Order,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_ADM_343,Admin Panel,Dashboard,Verify metrics load,Admin Logged In,1. View dashboard,Sales/Orders stats load correctly,Pending,N/A,Medium,Major,UI/API,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_ADM_344,Admin Panel,Dashboard,Verify metrics load - Test max allowed string length,Admin Logged In,"1. View dashboard
- Input string of 255 chars",System handles limit gracefully,Pending,N/A,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_ADM_345,Admin Panel,Dashboard,Verify metrics load - Test empty required fields,Admin Logged In,"1. View dashboard
- Submit without required data",Validation errors highlight fields,Pending,N/A,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_ADM_346,Admin Panel,Dashboard,Verify metrics load - Test on Firefox,Admin Logged In,"1. View dashboard
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,N/A,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_ADM_347,Admin Panel,Dashboard,Verify metrics load - Test on small viewport (320px),Admin Logged In,"1. View dashboard
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,N/A,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_ADM_348,Admin Panel,Dashboard,Verify metrics load - Simulate page refresh during action,Admin Logged In,"1. View dashboard
- Hit F5 mid-process",State is recovered or fails safely,Pending,N/A,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_ADM_349,Admin Panel,Product Mgmt,Verify adding new product,Admin > Products,"1. Fill product form
2. Save",Product appears on storefront,Pending,New Prod Data,High,Critical,Functional,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_ADM_350,Admin Panel,Product Mgmt,Verify adding new product - Test max allowed string length,Admin > Products,"1. Fill product form
2. Save
- Input string of 255 chars",System handles limit gracefully,Pending,New Prod Data,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_ADM_351,Admin Panel,Product Mgmt,Verify adding new product - Test empty required fields,Admin > Products,"1. Fill product form
2. Save
- Submit without required data",Validation errors highlight fields,Pending,New Prod Data,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_ADM_352,Admin Panel,Product Mgmt,Verify adding new product - Test on Firefox,Admin > Products,"1. Fill product form
2. Save
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,New Prod Data,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_ADM_353,Admin Panel,Product Mgmt,Verify adding new product - Test on small viewport (320px),Admin > Products,"1. Fill product form
2. Save
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,New Prod Data,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_ADM_354,Admin Panel,Product Mgmt,Verify adding new product - Simulate page refresh during action,Admin > Products,"1. Fill product form
2. Save
- Hit F5 mid-process",State is recovered or fails safely,Pending,New Prod Data,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_ADM_355,Admin Panel,Order Mgmt,Verify updating order status,Admin > Orders,"1. Change to Shipped
2. Save","User notified, status updated",Pending,Order ID,High,Critical,Functional,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_ADM_356,Admin Panel,Order Mgmt,Verify updating order status - Test max allowed string length,Admin > Orders,"1. Change to Shipped
2. Save
- Input string of 255 chars",System handles limit gracefully,Pending,Order ID,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_ADM_357,Admin Panel,Order Mgmt,Verify updating order status - Test empty required fields,Admin > Orders,"1. Change to Shipped
2. Save
- Submit without required data",Validation errors highlight fields,Pending,Order ID,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_ADM_358,Admin Panel,Order Mgmt,Verify updating order status - Test on Firefox,Admin > Orders,"1. Change to Shipped
2. Save
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Order ID,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_ADM_359,Admin Panel,Order Mgmt,Verify updating order status - Test on small viewport (320px),Admin > Orders,"1. Change to Shipped
2. Save
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Order ID,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_ADM_360,Admin Panel,Order Mgmt,Verify updating order status - Simulate page refresh during action,Admin > Orders,"1. Change to Shipped
2. Save
- Hit F5 mid-process",State is recovered or fails safely,Pending,Order ID,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_ADM_361,Admin Panel,Coupon Mgmt,Verify creating percentage discount,Admin > Coupons,"1. Create 20% off
2. Save",Coupon active and usable,Pending,20% Config,High,Major,Functional,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_ADM_362,Admin Panel,Coupon Mgmt,Verify creating percentage discount - Test max allowed string length,Admin > Coupons,"1. Create 20% off
2. Save
- Input string of 255 chars",System handles limit gracefully,Pending,20% Config,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_ADM_363,Admin Panel,Coupon Mgmt,Verify creating percentage discount - Test empty required fields,Admin > Coupons,"1. Create 20% off
2. Save
- Submit without required data",Validation errors highlight fields,Pending,20% Config,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_ADM_364,Admin Panel,Coupon Mgmt,Verify creating percentage discount - Test on Firefox,Admin > Coupons,"1. Create 20% off
2. Save
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,20% Config,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_ADM_365,Admin Panel,Coupon Mgmt,Verify creating percentage discount - Test on small viewport (320px),Admin > Coupons,"1. Create 20% off
2. Save
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,20% Config,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_ADM_366,Admin Panel,Coupon Mgmt,Verify creating percentage discount - Simulate page refresh during action,Admin > Coupons,"1. Create 20% off
2. Save
- Hit F5 mid-process",State is recovered or fails safely,Pending,20% Config,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_SEO_367,SEO Testing,Meta Tags,Verify title tags on PDP,On PDP,1. Inspect HTML head,Title contains product name,Pending,N/A,Medium,Major,Validation,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_SEO_368,SEO Testing,Meta Tags,Verify title tags on PDP - Test max allowed string length,On PDP,"1. Inspect HTML head
- Input string of 255 chars",System handles limit gracefully,Pending,N/A,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_SEO_369,SEO Testing,Meta Tags,Verify title tags on PDP - Test empty required fields,On PDP,"1. Inspect HTML head
- Submit without required data",Validation errors highlight fields,Pending,N/A,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_SEO_370,SEO Testing,Meta Tags,Verify title tags on PDP - Test on Firefox,On PDP,"1. Inspect HTML head
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,N/A,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_SEO_371,SEO Testing,Meta Tags,Verify title tags on PDP - Test on small viewport (320px),On PDP,"1. Inspect HTML head
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,N/A,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_SEO_372,SEO Testing,Meta Tags,Verify title tags on PDP - Simulate page refresh during action,On PDP,"1. Inspect HTML head
- Hit F5 mid-process",State is recovered or fails safely,Pending,N/A,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_SEO_373,SEO Testing,Canonical,Verify canonical URLs,On PLP with filters,1. Inspect HTML head,Canonical points to base PLP,Pending,?sort=asc,Medium,Major,Validation,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_SEO_374,SEO Testing,Canonical,Verify canonical URLs - Test max allowed string length,On PLP with filters,"1. Inspect HTML head
- Input string of 255 chars",System handles limit gracefully,Pending,?sort=asc,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_SEO_375,SEO Testing,Canonical,Verify canonical URLs - Test empty required fields,On PLP with filters,"1. Inspect HTML head
- Submit without required data",Validation errors highlight fields,Pending,?sort=asc,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_SEO_376,SEO Testing,Canonical,Verify canonical URLs - Test on Firefox,On PLP with filters,"1. Inspect HTML head
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,?sort=asc,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_SEO_377,SEO Testing,Canonical,Verify canonical URLs - Test on small viewport (320px),On PLP with filters,"1. Inspect HTML head
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,?sort=asc,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_SEO_378,SEO Testing,Canonical,Verify canonical URLs - Simulate page refresh during action,On PLP with filters,"1. Inspect HTML head
- Hit F5 mid-process",State is recovered or fails safely,Pending,?sort=asc,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_SEO_379,SEO Testing,Structured Data,Verify JSON-LD schema,On PDP,1. Check schema.org script,Product schema is present,Pending,N/A,Medium,Major,Validation,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_SEO_380,SEO Testing,Structured Data,Verify JSON-LD schema - Test max allowed string length,On PDP,"1. Check schema.org script
- Input string of 255 chars",System handles limit gracefully,Pending,N/A,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_SEO_381,SEO Testing,Structured Data,Verify JSON-LD schema - Test empty required fields,On PDP,"1. Check schema.org script
- Submit without required data",Validation errors highlight fields,Pending,N/A,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_SEO_382,SEO Testing,Structured Data,Verify JSON-LD schema - Test on Firefox,On PDP,"1. Check schema.org script
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,N/A,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_SEO_383,SEO Testing,Structured Data,Verify JSON-LD schema - Test on small viewport (320px),On PDP,"1. Check schema.org script
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,N/A,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_SEO_384,SEO Testing,Structured Data,Verify JSON-LD schema - Simulate page refresh during action,On PDP,"1. Check schema.org script
- Hit F5 mid-process",State is recovered or fails safely,Pending,N/A,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_SEC_385,Security Testing,XSS,Verify script injection in review,Review Form,1. Enter <script>alert(1)</script>,"Script stripped, rendered as text",Pending,XSS Payload,High,Critical,Security,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_SEC_386,Security Testing,XSS,Verify script injection in review - Test max allowed string length,Review Form,"1. Enter <script>alert(1)</script>
- Input string of 255 chars",System handles limit gracefully,Pending,XSS Payload,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_SEC_387,Security Testing,XSS,Verify script injection in review - Test empty required fields,Review Form,"1. Enter <script>alert(1)</script>
- Submit without required data",Validation errors highlight fields,Pending,XSS Payload,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_SEC_388,Security Testing,XSS,Verify script injection in review - Test on Firefox,Review Form,"1. Enter <script>alert(1)</script>
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,XSS Payload,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_SEC_389,Security Testing,XSS,Verify script injection in review - Test on small viewport (320px),Review Form,"1. Enter <script>alert(1)</script>
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,XSS Payload,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_SEC_390,Security Testing,XSS,Verify script injection in review - Simulate page refresh during action,Review Form,"1. Enter <script>alert(1)</script>
- Hit F5 mid-process",State is recovered or fails safely,Pending,XSS Payload,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_SEC_391,Security Testing,CSRF,Verify CSRF token on POST,Cart API,1. Submit POST without CSRF token,403 Forbidden returned,Pending,API Tool,High,Critical,Security,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_SEC_392,Security Testing,CSRF,Verify CSRF token on POST - Test max allowed string length,Cart API,"1. Submit POST without CSRF token
- Input string of 255 chars",System handles limit gracefully,Pending,API Tool,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_SEC_393,Security Testing,CSRF,Verify CSRF token on POST - Test empty required fields,Cart API,"1. Submit POST without CSRF token
- Submit without required data",Validation errors highlight fields,Pending,API Tool,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_SEC_394,Security Testing,CSRF,Verify CSRF token on POST - Test on Firefox,Cart API,"1. Submit POST without CSRF token
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,API Tool,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_SEC_395,Security Testing,CSRF,Verify CSRF token on POST - Test on small viewport (320px),Cart API,"1. Submit POST without CSRF token
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,API Tool,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_SEC_396,Security Testing,CSRF,Verify CSRF token on POST - Simulate page refresh during action,Cart API,"1. Submit POST without CSRF token
- Hit F5 mid-process",State is recovered or fails safely,Pending,API Tool,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_SEC_397,Security Testing,Auth Bypass,Verify protected routes,Logged out,1. Visit /profile URL,Redirected to login,Pending,N/A,High,Critical,Security,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_SEC_398,Security Testing,Auth Bypass,Verify protected routes - Test max allowed string length,Logged out,"1. Visit /profile URL
- Input string of 255 chars",System handles limit gracefully,Pending,N/A,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_SEC_399,Security Testing,Auth Bypass,Verify protected routes - Test empty required fields,Logged out,"1. Visit /profile URL
- Submit without required data",Validation errors highlight fields,Pending,N/A,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_SEC_400,Security Testing,Auth Bypass,Verify protected routes - Test on Firefox,Logged out,"1. Visit /profile URL
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,N/A,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_SEC_401,Security Testing,Auth Bypass,Verify protected routes - Test on small viewport (320px),Logged out,"1. Visit /profile URL
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,N/A,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_SEC_402,Security Testing,Auth Bypass,Verify protected routes - Simulate page refresh during action,Logged out,"1. Visit /profile URL
- Hit F5 mid-process",State is recovered or fails safely,Pending,N/A,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_PERF_403,Performance Testing,Load Time,Verify PLP load time,On PLP,"1. Open DevTools
2. Refresh",LCP under 2.5 seconds,Pending,Network tab,Medium,Major,Performance,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_PERF_404,Performance Testing,Load Time,Verify PLP load time - Test max allowed string length,On PLP,"1. Open DevTools
2. Refresh
- Input string of 255 chars",System handles limit gracefully,Pending,Network tab,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_PERF_405,Performance Testing,Load Time,Verify PLP load time - Test empty required fields,On PLP,"1. Open DevTools
2. Refresh
- Submit without required data",Validation errors highlight fields,Pending,Network tab,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_PERF_406,Performance Testing,Load Time,Verify PLP load time - Test on Firefox,On PLP,"1. Open DevTools
2. Refresh
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Network tab,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_PERF_407,Performance Testing,Load Time,Verify PLP load time - Test on small viewport (320px),On PLP,"1. Open DevTools
2. Refresh
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Network tab,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_PERF_408,Performance Testing,Load Time,Verify PLP load time - Simulate page refresh during action,On PLP,"1. Open DevTools
2. Refresh
- Hit F5 mid-process",State is recovered or fails safely,Pending,Network tab,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_PERF_409,Performance Testing,Lazy Loading,Verify image lazy load,On PLP,1. Scroll down fast,Images load only when in viewport,Pending,N/A,Medium,Minor,Performance,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_PERF_410,Performance Testing,Lazy Loading,Verify image lazy load - Test max allowed string length,On PLP,"1. Scroll down fast
- Input string of 255 chars",System handles limit gracefully,Pending,N/A,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_PERF_411,Performance Testing,Lazy Loading,Verify image lazy load - Test empty required fields,On PLP,"1. Scroll down fast
- Submit without required data",Validation errors highlight fields,Pending,N/A,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_PERF_412,Performance Testing,Lazy Loading,Verify image lazy load - Test on Firefox,On PLP,"1. Scroll down fast
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,N/A,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_PERF_413,Performance Testing,Lazy Loading,Verify image lazy load - Test on small viewport (320px),On PLP,"1. Scroll down fast
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,N/A,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_PERF_414,Performance Testing,Lazy Loading,Verify image lazy load - Simulate page refresh during action,On PLP,"1. Scroll down fast
- Hit F5 mid-process",State is recovered or fails safely,Pending,N/A,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_RESP_415,Responsive Testing,Mobile View,Verify hamburger menu,Mobile Device,1. Tap hamburger icon,Menu opens smoothly,Pending,iPhone 13,High,Major,UI,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_RESP_416,Responsive Testing,Mobile View,Verify hamburger menu - Test max allowed string length,Mobile Device,"1. Tap hamburger icon
- Input string of 255 chars",System handles limit gracefully,Pending,iPhone 13,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_RESP_417,Responsive Testing,Mobile View,Verify hamburger menu - Test empty required fields,Mobile Device,"1. Tap hamburger icon
- Submit without required data",Validation errors highlight fields,Pending,iPhone 13,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_RESP_418,Responsive Testing,Mobile View,Verify hamburger menu - Test on Firefox,Mobile Device,"1. Tap hamburger icon
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,iPhone 13,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_RESP_419,Responsive Testing,Mobile View,Verify hamburger menu - Test on small viewport (320px),Mobile Device,"1. Tap hamburger icon
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,iPhone 13,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_RESP_420,Responsive Testing,Mobile View,Verify hamburger menu - Simulate page refresh during action,Mobile Device,"1. Tap hamburger icon
- Hit F5 mid-process",State is recovered or fails safely,Pending,iPhone 13,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_RESP_421,Responsive Testing,Tablet View,Verify grid columns,Tablet Device,1. View PLP,Grid shows 2 or 3 columns,Pending,iPad,Medium,Minor,UI,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_RESP_422,Responsive Testing,Tablet View,Verify grid columns - Test max allowed string length,Tablet Device,"1. View PLP
- Input string of 255 chars",System handles limit gracefully,Pending,iPad,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_RESP_423,Responsive Testing,Tablet View,Verify grid columns - Test empty required fields,Tablet Device,"1. View PLP
- Submit without required data",Validation errors highlight fields,Pending,iPad,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_RESP_424,Responsive Testing,Tablet View,Verify grid columns - Test on Firefox,Tablet Device,"1. View PLP
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,iPad,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_RESP_425,Responsive Testing,Tablet View,Verify grid columns - Test on small viewport (320px),Tablet Device,"1. View PLP
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,iPad,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_RESP_426,Responsive Testing,Tablet View,Verify grid columns - Simulate page refresh during action,Tablet Device,"1. View PLP
- Hit F5 mid-process",State is recovered or fails safely,Pending,iPad,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_A11Y_427,Accessibility Testing,Keyboard Nav,Verify tab through checkout,In Checkout,1. Use Tab key,"Focus moves logically, visible",Pending,Keyboard,Medium,Major,UI,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_A11Y_428,Accessibility Testing,Keyboard Nav,Verify tab through checkout - Test max allowed string length,In Checkout,"1. Use Tab key
- Input string of 255 chars",System handles limit gracefully,Pending,Keyboard,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_A11Y_429,Accessibility Testing,Keyboard Nav,Verify tab through checkout - Test empty required fields,In Checkout,"1. Use Tab key
- Submit without required data",Validation errors highlight fields,Pending,Keyboard,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_A11Y_430,Accessibility Testing,Keyboard Nav,Verify tab through checkout - Test on Firefox,In Checkout,"1. Use Tab key
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Keyboard,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_A11Y_431,Accessibility Testing,Keyboard Nav,Verify tab through checkout - Test on small viewport (320px),In Checkout,"1. Use Tab key
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Keyboard,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_A11Y_432,Accessibility Testing,Keyboard Nav,Verify tab through checkout - Simulate page refresh during action,In Checkout,"1. Use Tab key
- Hit F5 mid-process",State is recovered or fails safely,Pending,Keyboard,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_A11Y_433,Accessibility Testing,Screen Reader,Verify alt text on images,On Homepage,1. Inspect banner img,alt attribute is descriptive,Pending,Screen Reader,Medium,Major,Validation,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_A11Y_434,Accessibility Testing,Screen Reader,Verify alt text on images - Test max allowed string length,On Homepage,"1. Inspect banner img
- Input string of 255 chars",System handles limit gracefully,Pending,Screen Reader,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_A11Y_435,Accessibility Testing,Screen Reader,Verify alt text on images - Test empty required fields,On Homepage,"1. Inspect banner img
- Submit without required data",Validation errors highlight fields,Pending,Screen Reader,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_A11Y_436,Accessibility Testing,Screen Reader,Verify alt text on images - Test on Firefox,On Homepage,"1. Inspect banner img
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Screen Reader,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_A11Y_437,Accessibility Testing,Screen Reader,Verify alt text on images - Test on small viewport (320px),On Homepage,"1. Inspect banner img
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Screen Reader,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_A11Y_438,Accessibility Testing,Screen Reader,Verify alt text on images - Simulate page refresh during action,On Homepage,"1. Inspect banner img
- Hit F5 mid-process",State is recovered or fails safely,Pending,Screen Reader,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_API_439,API Testing,Product API,Verify GET /products,Postman,1. Send GET request,"200 OK, returns product array",Pending,Postman,High,Critical,API,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_API_440,API Testing,Product API,Verify GET /products - Test max allowed string length,Postman,"1. Send GET request
- Input string of 255 chars",System handles limit gracefully,Pending,Postman,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_API_441,API Testing,Product API,Verify GET /products - Test empty required fields,Postman,"1. Send GET request
- Submit without required data",Validation errors highlight fields,Pending,Postman,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_API_442,API Testing,Product API,Verify GET /products - Test on Firefox,Postman,"1. Send GET request
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,Postman,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_API_443,API Testing,Product API,Verify GET /products - Test on small viewport (320px),Postman,"1. Send GET request
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,Postman,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_API_444,API Testing,Product API,Verify GET /products - Simulate page refresh during action,Postman,"1. Send GET request
- Hit F5 mid-process",State is recovered or fails safely,Pending,Postman,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_API_445,API Testing,Cart API,Verify POST /cart,Postman,1. Send valid JSON,"201 Created, cart updated",Pending,JSON Payload,High,Critical,API,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_API_446,API Testing,Cart API,Verify POST /cart - Test max allowed string length,Postman,"1. Send valid JSON
- Input string of 255 chars",System handles limit gracefully,Pending,JSON Payload,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
TC_API_447,API Testing,Cart API,Verify POST /cart - Test empty required fields,Postman,"1. Send valid JSON
- Submit without required data",Validation errors highlight fields,Pending,JSON Payload,Medium,Minor,Negative,Unexecuted,Varies,Negative Variation
TC_API_448,API Testing,Cart API,Verify POST /cart - Test on Firefox,Postman,"1. Send valid JSON
- Perform action on Firefox browser",UI functions identically to Chrome,Pending,JSON Payload,Medium,Minor,Cross-Browser,Unexecuted,Varies,Cross-Browser Variation
TC_API_449,API Testing,Cart API,Verify POST /cart - Test on small viewport (320px),Postman,"1. Send valid JSON
- Resize window to 320px and perform action",UI adjusts without overflow,Pending,JSON Payload,Medium,Minor,Mobile,Unexecuted,Varies,Mobile Variation
TC_API_450,API Testing,Cart API,Verify POST /cart - Simulate page refresh during action,Postman,"1. Send valid JSON
- Hit F5 mid-process",State is recovered or fails safely,Pending,JSON Payload,Medium,Minor,Interrupt,Unexecuted,Varies,Interrupt Variation
TC_NOTIF_451,Notification Testing,Email,Verify password reset email UI,Email Client,"1. Trigger reset
2. Open email",Email matches brand design,Pending,Email Inbox,Medium,Minor,UI,Unexecuted,"Chrome, Safari, iOS, Android",Standard Case
TC_NOTIF_452,Notification Testing,Email,Verify password reset email UI - Test max allowed string length,Email Client,"1. Trigger reset
2. Open email
- Input string of 255 chars",System handles limit gracefully,Pending,Email Inbox,Medium,Minor,Boundary,Unexecuted,Varies,Boundary Variation
